epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
119,339.764,0.55111,0.31748,0.91192,0.99859,1,0.995,0.86876,0.69839,0.29375,0.88465,0.000202769,0.000202769,0.000202769
120,342.534,0.54012,0.30842,0.91217,0.99856,1,0.995,0.8712,0.65232,0.28177,0.87156,0.000187538,0.000187538,0.000187538
121,353.647,0.50184,0.25849,0.85445,0.99854,1,0.995,0.86184,0.64604,0.26801,0.86721,0.000172308,0.000172308,0.000172308
122,356.467,0.47637,0.2493,0.84359,0.99853,1,0.995,0.86842,0.66043,0.27696,0.87887,0.000157077,0.000157077,0.000157077
123,359.456,0.46454,0.24275,0.8409,0.99852,1,0.995,0.86369,0.65429,0.27632,0.87615,0.000141846,0.000141846,0.000141846
124,362.265,0.45509,0.23829,0.84285,0.9985,1,0.995,0.85792,0.66077,0.26819,0.87585,0.000126615,0.000126615,0.000126615
125,365.083,0.45665,0.24023,0.83593,0.99845,1,0.995,0.86146,0.64852,0.26841,0.87417,0.000111385,0.000111385,0.000111385
126,367.9,0.43663,0.23351,0.83297,0.99852,1,0.995,0.86101,0.65646,0.27312,0.87568,9.61538e-05,9.61538e-05,9.61538e-05
127,370.685,0.43488,0.23128,0.83428,0.99854,1,0.995,0.86932,0.64925,0.2613,0.87242,8.09231e-05,8.09231e-05,8.09231e-05
128,373.455,0.4434,0.23222,0.84498,0.99855,1,0.995,0.87168,0.63405,0.25968,0.86791,6.56923e-05,6.56923e-05,6.56923e-05
129,376.257,0.4441,0.22842,0.83734,0.99855,1,0.995,0.87486,0.63664,0.25848,0.8684,5.04615e-05,5.04615e-05,5.04615e-05
130,379.052,0.42359,0.22819,0.82821,0.99853,1,0.995,0.87422,0.64045,0.25973,0.86835,3.52308e-05,3.52308e-05,3.52308e-05
