epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
86,2539.92,0.68384,0.38203,1.06887,0.97604,0.97727,0.98589,0.70189,0.88391,0.37139,1.25973,0.000317,0.000317,0.000317
87,2569.05,0.74809,0.37971,1.11606,0.95645,0.99834,0.98451,0.70616,0.85698,0.369,1.25029,0.0002972,0.0002972,0.0002972
88,2610.89,0.66701,0.36642,1.05624,0.96482,0.98864,0.98464,0.7186,0.85201,0.3664,1.24201,0.0002774,0.0002774,0.0002774
89,2641.83,0.73908,0.38726,1.10502,0.97603,0.98864,0.9847,0.72572,0.85138,0.35637,1.23106,0.0002576,0.0002576,0.0002576
90,2669.37,0.67205,0.36099,1.05887,0.97621,0.98864,0.98605,0.72489,0.84875,0.35472,1.24349,0.0002378,0.0002378,0.0002378
91,2700.71,0.55052,0.30765,1.01577,0.97652,1,0.98623,0.7296,0.85553,0.36219,1.23478,0.000218,0.000218,0.000218
92,2728.68,0.59119,0.2842,1.10513,0.97778,0.99996,0.98646,0.73019,0.86382,0.36463,1.24194,0.0001982,0.0001982,0.0001982
93,2759.12,0.56992,0.27774,1.02831,0.9777,0.99641,0.98599,0.71382,0.86633,0.36185,1.25255,0.0001784,0.0001784,0.0001784
94,2784.39,0.57831,0.30055,1.04079,0.97651,0.98864,0.98517,0.70841,0.8627,0.36179,1.25331,0.0001586,0.0001586,0.0001586
95,2816.1,0.57976,0.28018,1.03375,0.97678,0.98864,0.98582,0.71052,0.85635,0.35579,1.2591,0.0001388,0.0001388,0.0001388
96,2858.07,0.55224,0.27495,1.04605,0.9768,0.98864,0.98571,0.7248,0.85053,0.35338,1.24522,0.000119,0.000119,0.000119
97,2885.31,0.64768,0.30523,1.07803,0.97669,0.98864,0.98537,0.71584,0.85582,0.35494,1.25008,9.92e-05,9.92e-05,9.92e-05
98,2910.42,0.54799,0.26845,0.99708,0.97653,0.98864,0.98527,0.71001,0.86468,0.35658,1.26054,7.94e-05,7.94e-05,7.94e-05
99,2938.24,0.54805,0.26798,1.03657,0.97683,0.98864,0.98515,0.70661,0.86869,0.35236,1.26082,5.96e-05,5.96e-05,5.96e-05
100,2968.22,0.53885,0.26521,1.03269,0.97679,0.98864,0.98515,0.70771,0.87199,0.35754,1.26402,3.98e-05,3.98e-05,3.98e-05
